Date,Comments,Topic,Sentiment
5/23/2024,ভাই মিরপুর ১২ নাম্বার বুফের নাম্বার আছে ভাই.?,food,neutral
4/19/2025,ভাইয়া আমার সাথে আমার বাচ্চা মেয়ের  জন্য কি আলাদা পেলেট নিতে হবে । মেয়ের বয়স৯,food,neutral
11/6/2023,ভাই এটা কোথায়,others,neutral
5/20/2024,ভাইয়া এই জায়গাটা কোথায়,others,neutral
10/14/2023,ফুড ব্লগার ভাই যা খাও সমস্যা নাই কিন্তু হালাল হারাম বুঝে খাইয়েন,religious,neutral
10/25/2023,ভাইয়া আপনি কি অন্য কোনো ধরনের ভিডিও বানান আমর একটা ভিডিও বানানো দরকার,others,neutral
9/8/2024,কয়দিন পর বিয়ে খাবার যাচ্ছি,others,neutral
10/12/2023,ভাই বুফের লোকেশনটা কোথায়,food,neutral
10/3/2023,আপনার নতুন কিছু ফুড ব্লগারের জন্য সবার দোষ কয় টাকা নিছেন ভাই তাদের প্রমোশন করার জন্য,food,negative
9/29/2023,হান্ডি কি আনলিমিটেড????,food,neutral
10/4/2023,কোন জায়গাই এইটা,others,neutral
6/4/2024,ভাই  বলেন না আমি সিলেটি,others,neutral
10/23/2023,ভাই আমরা বুফে গিয়েছিলাম কিছুকিছু খাবার  থেকে গন্ধ  লাগে খাবার  একদম মজা না,food,negative
9/29/2023,উপস্থাপনা ভালো ছিলো,others,positive
11/6/2023,দুই জন দুপুরে বা রাতে খেতে কত টাকা লাগবে? আপনাদের ফোন নামবার দিন,food,neutral
12/9/2023,গরুর নলি নাই ভাইয়া,food,neutral
10/31/2023,কি খাইলে হালাল তো  কুকুরের মাংস তো খাস নাই,religious,negative
5/23/2024,ছাগলের মত ব্যা ব্যা করতেই আছে,abusive,negative
2/4/2024,মনে হয় ফাকি বাজি,others,negative
7/2/2024,ভাই জায়গার নাম,others,neutral
10/31/2023,শুভকামনা রইল,others,positive
10/16/2023,ঠিকানা কোথায় ভাই,others,neutral
5/13/2025,ভাই আপনার থেকে এমন আশা ছিল না । আপনার রিভিউ তে গেসিলাম গিয়া যে হান্ডি বীফ পাইসি আর লাইভ কাবাব আর ফুচকা ঘোড়ার ডিম কিসু পাই নাই,food,negative
7/14/2024,বুঝলাম না তুমি কি ফুড রিভিউ করছো না দালালি করছো,food,negative
6/27/2024,বাটপারি আর কিছুই না,others,negative
2/18/2025,তৃণমূল নেতার ছেলের বিয়ে? গরীব মানুষের রক্ত চোষা টাকা ছাড়া এই বিয়ে বাড়ি হতেই পারেনা,political,negative
10/25/2024,সত্যি বাবা তোমার খাওয়ার স্টাইল দেখে জীভে জল এসে গেল।,food,positive
7/1/2024,এটাও কি ফূড ব্লগিং বলে। লোকের বিয়ের মেনু দেখাচ্ছে ।,food,negative
12/25/2024,পরের পোদ মেরে খেলে খারাপ খাবার ও ভালো লাগে,abusive,negative
7/1/2024,আপনি একটি শার্ট প্যান্ট পড়া শআরওমইও,others,neutral
6/30/2024,আমি এই প্রথম কোন পন্ডিত উপাধি  ধারি কাউকে এই ভাবে রাক্ষস এর মত মৃতদেহ ছিড়েখুঁড়ে চিবিয়ে খেতে দেখলাম কলিকাল বলে কথা শেয়াল শকুন সব মানুষ হয়ে যাচ্ছে অনেক টা সুদীপা রাক্ষসীর মতো,abusive,negative
7/11/2024,আমার বউ বলছে তোকে হাবাইতা,others,negative
7/7/2024,মালটাকে কে নেমতন্ন করে??,abusive,negative
3/8/2025,পেটুক দাস,others,negative
12/30/2024,খাবার খাওয়া দেখে মনে হচ্ছে জীবনে এ সব কোনোদিন খায়নি একদম যা তা।।দেখেই ঘেন্না করছে,food,negative
8/12/2024,বোকাচোদা লোকের গাঁর মেরে খাচ্ছে। গুছিয়ে কেলানি খাওয়া লে,abusive,hate
6/30/2024,পদমেরে খেতে গিয়ে স্ট্রোক না হয়ে যায় !,abusive,negative
6/29/2024,খা বাবা খেয়ে যা দুহাতে হামলে খাচ্ছ।,food,negative
10/8/2024,কোন দিন তোর মরন হবে।  এত লোভি তুই বাদ দিলিনা কোন খবার।,threat,hate
9/11/2024,বালটা জীবনে খাসনি তুই আমার কি ইন্টারভিউ মারাচ্ছিস রে,abusive,hate
7/9/2024,হেডার পুত। শুয়োরের বাচ্চা। রাক্ষসের বাচ্চা নোটির পুত,abusive,hate
4/1/2025,মুখটা দেখে যেন পাঠা লাগছে,abusive,negative
7/2/2024,পৃথিবীতে দু-ধরনের মানুষ আছে। এদের একদল বেঁচে থাকার জন্য খায়; আর একদল আছে যারা খাওয়ার জন্য বেঁচে থাকে। পৃথিবীর যা-কিছু মহৎ কাজ তা প্রথম দলের লোকেরাই করে থাকে।,others,neutral
1/10/2025,তোর জন্য কুত্তার গুটাই প্রযোজ্য তোকে কুত্তার গু খাওয়ানোর দরকার,abusive,hate
7/3/2024,এটার খরচ কত?,others,neutral
7/5/2024,কি ব্যাপার শুধু খেতেই গিয়েছিলেন __ বিয়ের অনুষ্ঠান দেখালেন না __ আপনি পেট ভরে খেতে গিয়েছিলেন __,food,neutral
7/2/2024,কোন চোরের গুণ্ডা ছেলের বিয়ে কে জানে,abusive,hate
1/23/2025,রাক্ষস কথাকার,abusive,negative
1/3/2025,এর তো মুখের ভাষায় ঠিক নেই,others,negative
12/25/2024,মনে হয় চুদিরভাই একমাস খাইনি,abusive,negative
7/14/2024,তুমি মানুষ না রাক্ষস কে জানে কি করে বাঁড়া এত খায়,abusive,negative
7/13/2024,আপনারা গরীব মানুষের আত্মা টাকে আহত করার চেষ্টা করছেন ।,others,negative
4/11/2025,এর কোনো লজ্জা নেই,others,negative
10/19/2024,পরের দিন আমন্ড বলিস।।,others,neutral
7/15/2024,আমারদের ১০০ প্রতি ১৫জন না খেয়ে থাকে জানো,others,neutral
5/4/2025,পাকা বালচোদা পোদ মেরে খেতে খুব ভালো লাগে,abusive,hate
2/25/2025,মুকসুদ্দি ছাড়া সব ই বৃথা।,others,neutral
8/23/2024,ঝেড়ে খাওয়ার জন্য কিছুই বাদ দিচ্ছে না।আরে ভাই নিজের শরীরের কথা ভাব না হলে অকালে কেলাবি।,abusive,negative
9/8/2024,বিয়ে বাড়িতে অনেক রাস্তার কুকুর আসে এই গুলো কুকুর,abusive,hate
7/16/2024,জীবনে তো ক্যালে নে কোন দিন! গলা পর্যন্ত গিলে নে!!,food,negative
12/9/2024,তুলাইপঞ্জি চাল দক্ষিণ দিনাজপুর নয় ওটা উত্তর দিনাজপুরের রায়গঞ্জ এর বিখ্যাত চাল।,others,neutral
12/10/2024,এমন ব্লগার জীবনে দেখিনি।  কতদিন খায়নি  কে জানে।,others,negative
7/2/2024,খাদ্য শরীর এর জন্য প্রয়োজনীয় জ্বালানী হতে পারে কিন্তু ভালো খাদ্য হলো আত্মার জন্য জ্বালানী স্বরূপ।,food,positive
4/29/2025,আরে শালা ভিখারি ভিক্ষা করে খা,abusive,hate
1/1/2025,মাগনা পেলে সবই খেতে মজা,food,negative
6/30/2024,চাটা অভ্যাস,others,negative
7/9/2024,উপস্থাপন ভালো নয়,others,negative
7/8/2024,পেটুক ভাই,others,negative
7/1/2024,ছাগল শালা,abusive,negative
10/26/2024,এ গুলি না দেখানো উচিত। এক দিকে বৈভব চুইয়ে পড়ছে। অন্য দিকে ভাতের জন্য হাহা কার।,others,negative
7/7/2024,ঐতিহ্য খাবারটাই দেখলাম না পোস্ত র আইটেম,food,neutral
6/30/2024,ঝুনো নারকেল আবার বিয়ে বাড়ীতে ফ্রীতে সাঁটাতে !!!!!,food,negative
2/10/2025,বিরিয়ানির আলু এভাবে চটকে ভর্তা বানিয়ে খেতে হয় জানা ছিল না! আর মাটন যেভাবে দুহাতে চটকানো হলো দেখেই অভক্তি চলে এলো!!,food,negative
7/3/2024,খা !এ রে ভাই,others,negative
7/2/2024,না খেয়ে মানুষকে মরতে দেখেছি খুব কম কিন্তু অতিরিক্ত খেয়ে মরতে দেখেছি অনেককে।,others,negative
4/27/2025,উফফফ এই কথা শুনিতে শুনিতে লাগল হইয়া যাচ্ছি,others,neutral
6/30/2024,ও অসাধারণ,others,positive
3/8/2025,খাদক,others,negative
5/21/2025,খানকিরছেলে।খাতিই।আছে কিন্তু এতো খাবার খাই কী করে,abusive,hate
3/21/2025,অত্যন্ত আসভ্যতা,others,negative
6/29/2024,আপনার খাবার etiquette ও English উচ্চারণ শেখা উচিৎ,others,negative
10/10/2024,ভাইরে ভাই একটা মানুষ এত খায় কিভাবে??,others,negative
8/14/2024,দাদা তোমাকে একটা কথা বলবোপেছনে একটা লেজ লাগিয়ে নাও তুমি havvy লাগবে তোমাকে,abusive,negative
10/25/2024,বিনা পয়সায় পেলে এরা আলকাতরাও খায়।,others,negative
7/8/2024,সুন্দর সুন্দর ড্রেসে ছোটো ছোটো বোনেরা,others,positive
1/14/2025,লাল পড়া ভিকারি,abusive,negative
1/31/2025,দাদা তোমার জীবনে মনে হায় তোমার বাড়িতে কিছুই খাওনা.।শুধু অন্য মানুষদের বাড়িতে কখনখাবারদাওয়াতপাওয়াযায়,food,negative
7/2/2024,মাংগের পুতকে দেখলেই হাসি বের হয়,abusive,hate
7/13/2024,আপনারা গরীব মানুষের হোটেলের খাবারের ব্যান্জোন দেখানোর চেষ্টা করুন আমরা বড়োলোকের বিয়েবারির খাবার দেখতে চাই না আবার জোদি এরোকম ভিডিও বানাবেন তো অন সাবস্ক্রাইব করতে বাধ্য হবো।,others,negative
7/31/2024,এই পাঁঠাকে কে আমন্ত্রণ করে?,abusive,negative
5/19/2025,এই লোকটাকে দেখলে গা ঘিনঘিন করে ওঠে।,others,negative
3/31/2025,জঘন্যতম ! জঘন্যতম !,others,negative
4/15/2025,সততার পথে উপার্জিত পয়সায় এত এলাহি আয়োজন কখনো সম্ভব কি?,others,negative
9/17/2024,অনেক অনেক ভালোবাসা দিয়ে গেলাম বুঝে নিও,others,positive
7/5/2024,লজ্জা করলো না ভিখারীদেরও একটা সম্মান আছে!  আবার বলছেন নিমন্ত্রণ ছাড়াই চলে এসেছি ?,others,negative
7/16/2024,হরে কৃষ্ণ অসাধারণ,religious,positive
5/16/2025,সান্ডা রিভিউ চাই,others,neutral
5/18/2025,একে দিয়ে কেই ভিডিও বানাবেন না । কেউ দেখবে না একে কে ডাকলো?,others,negative
8/16/2024,উফ দারুন দারুন তোর তো সব জিনিস খেতে গিয়ে শুধু উফ আমার গাঁড় মেরোনা এরকম বলতে হবে কেন সালা তোর কে পোঁয়া মারছে খালি উফ আহ করছি,abusive,hate
3/1/2025,ছিঃ,others,negative
7/8/2024,আরেকটা ভ্লগার নয়!!ভালগার,others,negative
7/15/2024,তুই এইসব খাবার কোনদিন দেখিনি ।বেশি ভাট না বক বক করে তাড়াতাড়ি খেয়ে নে ।না হলে কালানি খাবি ।,others,negative
4/22/2025,ভোগো,others,neutral
1/4/2025,রাক্ষস নর রাক্ষস । আপানার খাওয়া  দেখলে গা ঘিন ঘিন করে।,abusive,negative
7/6/2024,গার ঠেলে খেলি ... যার খেলি তারই অপমান করলে...last এ বলছিস cirup এর flaber জলে ....জিলাবি ডোবানা....,others,negative
12/27/2024,মাঠের আলে পাওয়া যায় ভোদাইয়ের আলমন্ড,abusive,negative
11/29/2024,মানে দু হাত দিয়ে এই দেখো মটন এই দেখো মটন।  মানে একদম  ছোটলোকের বাচ্চা।,abusive,hate
7/1/2024,এর নাকি বউ পালিয়েছে,others,negative
7/6/2024,বিরিয়ানি কবে থেকে বাঙালি খাবার হলো ??  এমন অশিক্ষা!!,food,negative
2/28/2025,এই রাম খাসির বাচ্চা কে বড় দেখে একটা ষাড় গরুর অনডোকোষের বড়া করে দাও দাদা।,abusive,hate
7/29/2024,খানকীর ছেলে তুই একটা,abusive,hate
3/21/2025,এই লোকটা সেদিন রাত্রে আর কলকাতায় ফিরতে পারেনি পরেরদিন সকালে বাসিপচা খাবার নিয়ে বিনা টিকিটে কলকাতায় ফেরবার সময় চেকারের কাছে ধরাপড়ে ৫ দিন জেল খেটে বাড়ি ফিরেছিলো।,others,negative
7/1/2024,হ্যাংলা,abusive,negative
7/9/2024,এতগুলো গাঁরে পুরছে কি করে,abusive,negative
1/4/2025,বোকাচোদা বালছিড়া তুই,abusive,hate
11/18/2024,ভাই তুমি যে টানা টানলে তাতে মনে হয় তুমি আগের পাঁচদিন না খেয়ে ছিলে,others,negative
7/7/2024,রাতটা ধর্মশালায় কাটিয়ে সকালে এসো,others,neutral
1/2/2025,হারামের খেতে ভালই লাগে কোনো কয়লা চরের বাড়ির অনুষ্ঠান হবে হয়তো,religious,negative
7/1/2024,কি বড়ো খাঙ্কির ছেলে তুই তোর বউ রাজমিস্ত্রির সাথে পালিয়ে গেলো আর তুই এখনো গিলেই মর,abusive,hate
6/30/2024,বোধহয় দুদিন খায়নি।,food,negative
1/21/2025,ভাষার প্রয়োগ এর কি অবস্থা? জঘন্য,others,negative
7/3/2024,দই আছে আর তোতলা তোর বাড়া আছে,abusive,hate
6/30/2024,পেট তো নয় পুকুর,food,negative
7/3/2024,2 দহি বাঁড়া,abusive,negative
8/15/2024,বিনা নিমন্ত্রণে কালো টাকার বিয়ের বাড়ির অনুষ্টানে যেতে লজ্জা করছে না?,others,negative
5/21/2025,ভাই শাপলা পাতা মাছ কি। মুসলিমরা  খেতে পারে।,religious,neutral
5/21/2025,আপনার ভিডিওতে এতে জুয়ার এড আসে ক্যান,religious,negative
5/21/2025,কোন পয়েন্টে এটা?,others,neutral
5/21/2025,মাহিয়া মাহি খাইতে কেমন?,food,neutral
5/22/2025,ফাহিম ভাই  আমি আপনার অনেক বড়ো ফ্যান আপনার প্রতিটি ভিডিও দেখি  তাই আপনার কাছে আমার একটা অনুরোধ আমাকে  একটা হেল্ফ করবেন ভাই,others,neutral
5/22/2025,সব কয়টা মাছ খাইছি আমি ভাই,food,neutral
5/21/2025,ভাই গরু নাকি আপনাকে পা দিয়ে মারছে এটা নিয়ে অনেকে ফেসবুকে ছোট ছোট রিলস বানাচ্ছে,others,neutral
5/22/2025,সব জায়গায় ই আসছেন একবার দীপজেলা ভোলায় আইসেন,others,neutral
5/22/2025,সাদা গ্যান্জি পরা লোকটা বাটপার। আমাদের ধোকা দিছিলো কোরাল মাছ কিনছিলাম।পরে আর খাওয়া হয় নাই,others,negative
5/21/2025,আসসালামুয়ালাইকুম ভাই কেমন আছেন ভাই? আকাশ ভাই কি শুধু ড্রাইভার নাকি আপনার আত্মীয়  কারণ আপনি তার সাথে যেমন করে ব্যবহার করেন তা মনে হয় কোন মালিক তার ড্রাইভারের সাথে করে না আমার জানা মতে বাংলাদেশে ,others,neutral
5/21/2025,কক্সবাজার মানে সেরা খাবার,food,positive
5/21/2025,এখানে মাছ গুলো সুবিধা না,food,negative
5/21/2025,ভাই আমি বিগ ফ্যান,others,positive
5/21/2025,ফাহিম ভাই সামুদ্রিক মাছ খুব একটা খাইয়েন না। আপনার কিন্তু ইউরিক এসিড বেড়ে গিয়ে যে সমস্যা হয় সেটা হওয়ার possibility আছে। তাই সাবধান  অবলম্বন করে খাইয়েন।,food,negative
5/21/2025,ভাইয়া কুয়াকাটার মত বারবিকিউ আর বাংলাদেশের কোথাও পাবেন না,food,positive
5/21/2025,খাবারের গুনাগুণ শুধু ভালোটা বইলেন না খারাপটাও ভিলেন !,food,neutral
5/21/2025,ইয়াকথুুুুউুুুউুউু,others,negative
5/21/2025,কথা কম কম বলে ভিডিও টা ছোট করলে ভালো হয়।।,others,neutral
5/22/2025,আসসালামু আলাইকুম ফাহিম ভাই। আমি একজন হোম বেকার। আমার ছোট্ট একটা পেজ আছে। আমি আপনার জন্য একটা কেক পাঠাতে চাই। কিভাবে যোগাযোগ করতে পারি জানালে খুব খুশি হবো,others,positive
5/22/2025,আপনি লোকেশন টা বলে দেন।,others,neutral
5/21/2025,এগুলো সব অস্বাস্থ্যকর। বলা যায় বিষাক্ত। মাছের উপর মাছি বসবে এটা ন্যাচারাল।  অথচ এখানে খোলা জায়গাতেই একটা মাছি নেই মাছে। আর সব মাছ কেমন চকচকে। তার মানে ফরমালিন ব্যবহার করা হয়েছে। এগুলো পরিহার করুন সবাই।,food,negative
5/21/2025,অনেক খাইছিস এখন টপ করে মইরা যা দুনিয়ার কীট,abusive,hate
5/21/2025,শাপলা যে কাটছে তার হাতে সমস্যা  দেখছেন পরিষ্কার পরিচ্ছন্ন না তো   দেখছেন?,others,negative
5/21/2025,এই মাছের নাম মাহি মাহি...,food,neutral
5/22/2025,জার হাতে বানায়া নিলেন তার হাতে তো ঘা হইয়া পঁচে গেছে।,others,negative
5/21/2025,পিছনে দাড়ানো মহিলাটাকে দেখে খারাপ লাগলো।,others,negative
5/21/2025,ইস্টিং রে চামড়া ছিড়ে খেলে আরো টেস্টি।,food,positive
5/21/2025,পরটা ২০টাকা মানে সোজা বাংলায় এটাকে চরম লেভেলের ডাকাতি বলে,food,negative
5/21/2025,তবাল কুরাল মাছ খুব মজা,food,positive
5/21/2025,মাহিয়া মাহি নই মাহি মাহি,food,neutral
5/21/2025,ভাইয়া আসসালামু আলাইকুম আমাদের চট্টগ্রাম রিয়াজউদ্দিন বাজার একটি চালের দোকান আছে আপনি যদি একটা ভিডিও করতেন আশা করি আপনি আমাকে রিপ্লাই দিবেন আপনি কি একটু সাপোর্ট করতে একটু সামনে যেতে পারতাম,others,neutral
5/21/2025,১ মিনিট যদি ভিডিও শুরু করার আগে ইন্ট্রু দেন তাহলে বেশি হয়ে যায়,others,neutral
5/21/2025,আমি খেতে চাই,food,neutral
5/21/2025,ধন্যবাদ ফাহিম ভাই।,others,positive
5/21/2025,শাপলা পাতা মাছ ধরাবিক্রি ও খাওয়া নিষিদ্ধ ।,food,neutral
5/21/2025,বাগ্দা বলে গ্রামের ভাষায়,food,neutral
5/21/2025,ভাইয়া সব জায়গায় তো ঘোরাঘুরি করেনখাওয়া দাওয়া করেন। এখন সুন্দরবন এ যান। সুন্দরবন এর একটা ভিডিও বানান। আমি খুলনা থেকে তানভীর বলছি,others,neutral
5/21/2025,দিশাদ আপনার খাবারের দিকে যে ভাবে চাইয়া থাকে নজর না লেগে যায়........,others,neutral
5/21/2025,এর পরে বরগুনা জেলায়ে ভিডিও দিবেন আর নাহনে গাইবান্ধা জেলার ভিডিও দেবেন,others,neutral
5/21/2025,ফাহিম ভাই আপনার টারজান গরুটা  দেখব,others,neutral
5/21/2025,চিংড়ি টা টাটকা না।,food,negative
5/21/2025,ফার্স্ট video টা দেখলাম আমি. Sahid কলকাতা থেকে,others,neutral
5/21/2025,ফাহিম ভাই শুধু এক জায়গা থেকে আরেক জায়গায় যায় আর খায়,food,neutral
5/22/2025,ভাই আপনি খবিশের মাংস খাইয়েন খুব ভালো লাগবে দেখতে,abusive,negative
5/21/2025,ভাই এত বড় ভিডিও বানানোর তো কোনো দরকার নাই। এত লং খাবারের ব্লগ ভিডিও কেও বানায় এখন ভাই.?  মানুষ এর থেকেও কম সময়ে অনেক ডিটেইলস দেয়। সবার তো এতটা সময় থাকে না যে ৩০ মিনিট ধরে ভিডিও দেখবে।,food,negative
5/21/2025,ভালো লাগলো। আমিও এমন ভিডিও বানাবো,food,positive
5/21/2025,ভাই আমাদের জিবনেও ১ হাজারে দিবে না লবস্টার,food,neutral
5/21/2025,ভাই আছি,others,neutral
5/22/2025,সব জায়গায় ই গেলেন ভোলায় আইসেন একবার,others,neutral
5/22/2025,এই মাছটার নাম আসলেই মাহি মাহি,food,neutral
5/21/2025,মাহিয়ামাহির কি দখবো end Bro,others,neutral
5/21/2025,ভাই আপনে ও ছেলে কাছে ১ বছরে  আগে খায়সিলেন,others,neutral
5/21/2025,শাপলা   পা তা  মাছ  হারা ম,food,neutral
5/21/2025,ওখানে খেয়ে ফুট পয়োজন হইছে। মাছ ঠিক মতো ধৌত করেনা। অভক্তি লাগছে দেখে ময়লার গন্ধ প্রচুর,food,negative
5/22/2025,চিংড়ি জাতীয় জিনিস বেশি কুক করলে শক্ত হয়ে যায়,food,neutral
5/21/2025,ওবাবা বাবা বাবা ব্যাথা পাই নাই,others,neutral
5/22/2025,আপনার ছোট মামা আমার দোকান থেকে বাকি নিয়ে আসছে রোজার মধ্যে যখন আপনি পাকিস্তানে ছিলেন এখন টাকা দেয় না আর কল রিসিভ করে না । আপনি আশা করি আপনার মামাকে বলবেন টাকা টা দিয়ে যাওয়ার জন্য,others,negative
5/21/2025,শাপলাপাতা মাছ আমরা ১০০ টাকায় কিনে রান্না করে খাই l৬০০ টাকায় খাওয়ার কারণে এখন আমরা পাই না খাইতে এখন ।,food,negative
5/21/2025,নিষিদ্ধ এবং বিলুপ্ত মাছ খাইতেছেন আবার রিভিউ দিতেছেন।,food,negative
5/21/2025,এখানে তারা জালিয়তি বেশি করে।আপনি যতো দাম বলেন না কেনো লাষ্ট পর্যন্ত দিয়ে দিবে।কারন আসল খেলা মাছ যখন কাটে তখন নষ্ট মাছ দিয়ে দেয়।ভিডিওতে যতোই বলে মাছ আপনার সামনে কাটবে বাস্তবে আপনি দেখতেই পাবেন না। এর থেকে রেস্তোরাঁয় গিয়ে বেশি দামে খাওয়া ভালো।,food,negative
5/21/2025,প্রথম কমেন্ট করলাম।ভাই বরিশালের গৌরনদীতে তো ভিডিও বানাইলেন।গৈলা বাজারের ঘোষ মিষ্টান্ন ভান্ডার বরিশালের মধ্যে ওয়ান অফ দা বেস্ট মিষ্টির দোকান। ওইখানে আসার আমন্ত্রণ রইল।,food,positive
5/21/2025,আমার মতে সকল দোকানদারদের উচিত হাতে গ্লোভস পড়ে নেওয়া যেটা বাহিরের দেশগুলোতে আমরা দেখতে পাই।,food,neutral
10/8/2022,এই দেশের নাম পরিবর্তন করে সিন্ডিকেটদেশ রাখা হক,political,negative
10/8/2022,দেশের সর্বস্তরে উন্নয়েনের ছোঁয়া লেগেছে ভালো ভাবে,political,negative
10/8/2022,সহজসরল বোকাচোদা সাধারণ জনগণ যত দিন ঘুমিয়ে থাকবে সব কিছুর দাম দাউ দাউ করে বাড়বে।,political,negative
10/8/2022,এটাই এখন ডিজিটাল বাংলাদেশ। গরিবের শ্যাষ অধ্যায় লাইভ চলছে।,political,negative
10/8/2022,পাবলিকের ভোগান্তি পাবলিকরেই দেখান এসব সচেতন নাগরকিদের দেখান যারা এসবের বিরুদ্ধে ব্যবস্থা নিতে পারে,political,negative
10/19/2022,ডিজিটাল বাংলাদেশ গরিব আর মধ্যবিত্ত পরিবারের লোকজন না দেখে থাকাটাই স্বাভাবিক তাতে সরকারের কি আসে যায়,political,negative
10/8/2022,১০ টাকায় ভাত দেয় তা  দু মুঠো হয়না  কী খাবো১ পিছ  মাছ ৫০ টাকা নেয়,political,negative
10/10/2022,উন্নয়ন না বালের মাথা,abusive,hate
10/12/2022,কঠিন দিন চলমান।।। মাঝে মাঝে মনে হয় মানুষ বাঁচে কিভাবে?,political,negative
10/8/2022,এইসব বিষয়ে দেখার কেউই নেই!!!!,others,negative
10/8/2022,মানুষ সুখে নাই।,others,negative
10/13/2022,হায়রে দেশ অথচ আমাদের পাশের দেশে খাবারের দাম কম।,political,negative
10/8/2022,বর্তমানে ১জনের ইনকাম দিয়ে সংসার চালানো সম্বব নয়।,others,negative
10/8/2022,আমরা সাধারণ মানুষ কতটা কষ্টে আছি সরকার শেখ হাসিনা তা বিশ্বাস করে না  শুধু উন্নয়ন আর উন্নয়নের কথা বলে মানুষ না খেয়ে থাকে  কিসের  উন্নয়ন,political,negative
10/9/2022,বড় বড় চোর দেশের মানুষ কষ্ট টাকা বিদেশে পাচার করে বলে তাই গরীব মানুষ অনেক কষ্টে আছে,political,negative
10/22/2022,যাক এতদিন একটা নিউস হয়েছে. হতো দরিদ্র মানুষের জন্য,others,positive
5/14/2024,এই পৃথিবীতে ছোট একটা স্বাধীন দেশ যার নাম বাংলাদেশ। অনেকে বলে চোরের খনি বাংলাদেশ। সারা পৃথিবীর মধ্যে বাংলাদেশে সব চেয়ে যে কোন খাবারের দাম ডাবল।,political,negative
10/8/2022,পারমাণবিক বোমা আগে বাংলাদেশের উপর ফেলা হোক। তারপরও যেন এই অবস্থা থেকে মুক্তি পাই;!,others,negative
10/8/2022,দেশের পরিস্থিতি ভালো,political,positive
10/13/2022,ভাই ডিমের দাম  চালের দাম  কমাতে বলেন সব কিছু ঠিক হবে,food,neutral
10/8/2022,এরপরও দলকানা বাইঞ্চোদরা বাহিরের দেশের সাথে তুলনা করে দাম বাড়ায় তাদের গোয়ায় আগুন লাগে নাই বলে গলা ফাটায়,abusive,hate
10/8/2022,লীগেরা লুটেরা  এ জন্যই সরকার পতন চাই সাধারনেরা,political,hate
10/9/2022,আসুন জিকির করি উন্নয়ন উন্নয়ন উন্নয়ন,political,neutral
10/12/2022,আমরা বেহেশতে  আছি,political,neutral
10/8/2022,হোটেল মালিকের কিছু করার নেই,food,neutral
10/8/2022,যাদের অবস্থা ভালো তাদের উচিত এদের একটু সাহায্য করা। সরকার তো জানোয়ার হয়ে গেছে। আমরা না হয় একটু কম খেয়ে কম কিনে এদের সাহায্য করলাম।,political,negative
10/23/2022,কাকে বলবো সবাই আমাদের গরীবের পকেট এভাবেই ফাকা করে প্রতিদিন,others,negative
10/8/2022,আমরা এখন বেহেশতে আছি,political,neutral
10/8/2022,এই দেশ আজ ধ্বংশের পথে।এই দেশে আর শান্তি সুখ নাই। চারিদিকে শুধু হাহাকার,political,negative
10/8/2022,আমরা সিঙ্গাপুরে বাস করি ব্যায় একটু বেশি হবেই,others,neutral
10/8/2022,এই সরকার সব শেষ করে দিচ্ছে,political,negative
10/8/2022,বত্তা দিয়া খেয়ে বিল আসে 70 টাকা বর্তমানে অবস্থা খুবই খারাপ,political,negative
10/20/2022,উন্নয়নের জোয়ার সবার মুখে হাসি হি হি হি,political,negative
10/8/2022,বাংলাদেশের সর্বত্র অরাজকতা সৃষ্টি হয়েছে সর্বত্র উলোটপালোট করে দেমা লুটেপুটে খাই চলছে চলবে।,political,negative
10/12/2022,সোনার বাংলাদেশে ফেরুয়ানের শাসন নিয়ম মেনে চলতেছে তাই দূর্নীতিবাজরা তো আসল ফেরোয়ান এদের কারণ জিনিসপত্র এতো দাম এরাই তো ফেরুয়ানের বাচ্চা আলহামদুলিল্লাহ,political,hate
10/23/2022,সবাই জিকির করবেন পেট ভরে যাবে উন্নয়ন উন্নয়ন উন্নয়ন উন্নয়ন সবাই বলেন উন্নয়ন উন্নয়ন উন্নয়ন,political,neutral
10/8/2022,সিন্ডিকেট দেরকে আইনের আওতায় আনা হোক,political,neutral
10/27/2022,কি হবে এই গরীবদের,others,negative
10/9/2022,সরকার তো আপনাদেরকে ডাইরেক্টলি বলে না ইন্ডিয়ার ডাইরেক্টলি বলছে যে আপনারা তিন বেলা না খেয়ে একবেলা খাওয়া কমায় দেন দুইবেলা খান,political,negative
10/8/2022,ভন্ড ভিডিও কারী আপনিতো একবেলা খাবার খেতে কমপক্ষে 500 থেকে 1000 খরচ করেন,food,negative
10/8/2022,তারপরও সবাই বলবে সোনারবাংলাদেশ,political,neutral
10/8/2022,কলকাতায় মাছডিম40।মাংস 60/65।সবজি 30。,food,neutral
10/22/2022,কোনদিন বাংলাদেশের জনগণ না খাইয়া মরে নাই এবার মরবে আমলীগ সরকার যদি থাকে,political,negative
10/8/2022,উন্নয়নের গরমে জনমানুষের পেটে ভাত নাই!! সবাই অপশাসন থেকে মুক্তি চায়...,political,negative
10/8/2022,ভাত খুবই নিম্ন মানের,food,negative
10/8/2022,উন্নয়নের জোয়ার বইছে,political,neutral
10/8/2022,উন্নয়ন উন্নয়ন উন্নয়ন,political,neutral
